stock_code,stock_name,gap_per,gap_hour,gap_int,stck_oprc,stck_hgpr,stck_lwpr_D_10,stck_lwpr_D_9,stck_lwpr_D_8,stck_lwpr_D_7,stck_lwpr_D_6,stck_lwpr_D_5,stck_lwpr_D_4,stck_lwpr_D_3,stck_lwpr_D_2,stck_lwpr_D_1,stck_lwpr_D_0,acml_vol_D_10,acml_vol_D_9,acml_vol_D_8,acml_vol_D_7,acml_vol_D_6,acml_vol_D_5,acml_vol_D_4,acml_vol_D_3,acml_vol_D_2,acml_vol_D_1,acml_vol_D_0,gap_change,mean_vlome,today_vlome,volume_change,slope,day_change,deter_change
Q570023,TRUE 인버스 2X S&P500 선물 ETN(H),3.46,090030,3.46,2095,2100,2005,2065,2065,2060,2095,2085,2120,2100,2020,2020,2090,10016,36405,26254,50219,22405,45839,37371,24471,27445,7675,8174,3,28810.0,8174,-0.7162790697674419,0.035867237687367125,5,1
Q570042,TRUE 인버스 나스닥 100 ETN,2.56,090013,2.56,5415,5460,5235,5380,5315,5330,5455,5430,5460,5405,5250,5255,5410,429,746,6784,496,5565,986,3123,20113,2266,1295,2780,2,2410.0,2780,0.15352697095435675,0.01129461372421093,45,1
Q570044,TRUE 인버스 2X 나스닥 100 ETN,3.98,090006,3.98,1960,1980,1860,1955,1920,1920,1995,1980,2005,1985,1870,1875,1955,357407,987307,1326365,805899,1035809,640011,918581,508400,992806,712420,784982,3,828500.5,784982,-0.052526824063473754,0.0315670800450962,20,1
Q570027,TRUE 인버스 2X 유로스탁스50 ETN(H),2.15,090030,2.15,2135,2145,2115,2150,2060,2120,2180,2140,2160,2140,2075,2080,2125,67764,110851,97756,168305,189089,381348,116859,119078,82323,27113,29609,2,108793.11111111111,29609,-0.7278412236068869,0.022917228363440907,10,1
Q580014,KB 인버스 2X 나스닥 100 ETN,2.82,090000,2.82,8200,8380,7900,8265,8130,8145,8460,8365,8480,8385,7910,7920,8200,15001,51736,40935,12408,19667,30010,31420,45884,32020,16097,15822,2,29517.8,15822,-0.4639844432850686,0.009070955794094504,180,1
Q580017,KB 인버스 2X S&P 500 선물 ETN,5.05,090012,5.05,10400,10445,9780,10145,10120,10075,10380,10340,10430,10330,9870,9870,10350,191,2990,720,2160,1978,909,714,20822,1706,44,3103,5,1268.0,3103,1.4471608832807572,0.0033769339917839123,45,1
Q580020,KB 천연가스 선물 ETN(H),2.46,090016,2.46,8740,8870,7605,7060,7480,8080,8460,8885,9165,9165,8950,8355,8720,92398,249355,139558,198005,239786,135655,136519,57688,126669,110596,75191,2,148622.9,75191,-0.49408200216790277,0.0016760850419462669,130,1
Q580027,KB 인버스 2X 은 선물 ETN(H),9.98,090002,9.98,22320,22725,19085,18765,19265,19760,20840,21195,20460,20520,19975,20295,22305,1,223,1206,1197,745,1628,10616,1,1504,11,5080,9,724.0,5080,6.016574585635359,-0.00046352314269003814,405,1
Q580033,KB 인버스 2X 구리 선물 ETN(H),5.12,090030,5.12,19105,19130,17460,17235,17525,18265,19000,18765,17345,17870,18305,18030,19065,358,72,555,689,2714,91,1019,2260,131,17,59,5,366.5,59,-0.8390177353342428,-0.0010207380721444664,25,1
Q580045,KB 블룸버그 레버리지 천연가스선물 ETN(H),4.73,090016,4.73,2325,2535,1875,1605,1775,2010,2240,2500,2660,2645,2470,2115,2305,128810,575191,343764,715108,1031590,555042,451212,345461,662564,655413,295615,4,546415.5,295615,-0.4589922870050356,0.003462412480039314,210,1
Q610029,메리츠 인버스 2X 구리 선물 ETN(H),5.13,090001,5.13,19150,19170,17540,17255,17540,18270,19035,18800,17380,18050,18240,18165,18975,56,363,17,497,98,102,556,238,432,54,850,5,241.3,850,2.522585992540406,-0.0009382507871606982,20,1
Q610042,메리츠 블룸버그 인버스 2X WTI선물 ETN(H),8.41,090013,8.41,19390,19450,19555,19965,21095,20105,19820,20245,19220,19090,18430,17750,19180,11172,3599,13242,10436,1285,1422,7095,928,10482,14696,24556,8,7435.7,24556,2.3024463063329614,-0.0003585548278975735,60,1
Q610043,메리츠 천연가스 선물 ETN(H),4.47,090030,4.47,3740,3740,3175,2940,3135,3365,3550,3725,3815,3850,3750,3480,3655,71531,164626,46090,58574,70508,74126,82495,40713,64960,172578,13891,4,63624.625,13891,-0.7816725835319265,0.0032922046319887994,0,0
Q610053,메리츠 블룸버그 2X 천연가스 선물 ETN(H),5.66,090027,5.66,2335,2395,1865,1590,1790,2085,2270,2495,2655,2675,2475,2110,2315,74944,159793,60531,78428,327926,119618,85738,42025,88937,181447,19184,5,99051.22222222222,19184,-0.8063224302577454,0.004165754005494058,60,1
007330,푸른저축은행,5.47,090028,5.47,11440,11850,11120,11290,10980,10910,11070,10910,10990,11000,10750,10770,11130,91501,324721,204916,162776,173369,69304,259247,94630,91861,69796,810344,5,154212.1,810344,4.254736820262482,-0.007416376570304219,410,1
032790,비엔지티,2.22,090026,2.22,3680,3680,4055,3855,3790,3595,3320,3395,3435,3635,3545,3515,3455,189753,271655,224734,296818,309794,118396,341375,147810,79079,93809,97696,2,207322.3,97696,-0.528772351068843,-0.008013496415014733,0,0
036120,SCI평가정보,4.29,090029,4.29,4380,4450,4020,4145,3970,3945,4195,4320,4235,4150,4080,4070,4185,728198,8194853,2412839,3155737,8684156,1821720,1902013,1548837,681692,1098393,4048218,4,1668678.625,4048218,1.4260021908053147,-0.003710186841203979,70,1
040300,YTN,2.72,090027,2.72,8440,10500,6550,7150,7440,7600,7250,7360,7260,7250,7140,7170,7890,3667015,1332680,1784683,1762778,758756,346582,255469,221319,283482,1862410,13644795,2,1227517.4,13644795,10.115765039257285,-0.0013369875189807787,2060,1
